_id,id,id_instansi,predikat_rb,tahun,nama_instansi
1,1427,1010,BB,2021,"Kementerian Koordinator Bidang Politik, Hukum dan Keamanan"
2,1431,1020,BB,2021,Kementerian Koordinator Bidang Perekonomian
3,1402,1030,BB,2021,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan
4,1385,1040,BB,2021,Kementerian Koordinator Bidang Kemaritiman dan Investasi Republik Indonesia
5,1367,2010,BB,2021,Kementerian Koperasi dan Usaha Kecil dan Menengah
6,1454,2040,BB,2021,Kementerian Badan Usaha Milik Negara
7,1349,2050,BB,2021,Kementerian Pemberdayaan Perempuan dan Perlindungan Anak
8,1482,2060,A,2021,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi
9,1318,2100,B,2021,Kementerian Pemuda Olahraga
10,1444,2120,BB,2021,"Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi"
11,1443,3001,BB,2021,Kementerian Dalam Negeri
12,1424,3002,BB,2021,Kementerian Luar Negeri
13,1325,3003,BB,2021,Kementerian Pertahanan
14,1471,3004,A,2021,Kementerian Hukum dan Hak Asasi Manusia
15,1488,3005,A,2021,Kementerian Keuangan
16,1463,3006,BB,2021,Kementerian Pertanian
17,1468,3008,BB,2021,Kementerian Energi dan Sumber Daya Mineral
18,1461,3009,BB,2021,Kementerian Perhubungan
19,1449,3010,BB,2021,Kementerian Pendidikan dan Kebudayaan
20,1465,3011,BB,2021,Kementerian Kesehatan
21,1382,3012,BB,2021,Kementerian Agama
22,1377,3013,BB,2021,Kementerian Ketenagakerjaan
23,1365,3014,BB,2021,Kementerian Sosial
24,1387,3015,BB,2021,Kementerian Lingkungan Hidup dan Kehutanan
25,1422,3016,BB,2021,Kementerian Kelautan dan Perikanan
26,1434,3018,BB,2021,Kementerian Komunikasi dan Informatika
27,1470,3019,A,2021,Kementerian Perdagangan
28,1459,3020,BB,2021,Kementerian Perindustrian
29,1411,3021,BB,2021,Kementerian Pekerjaan Umum & Perumahan Rakyat
30,1435,3022,BB,2021,Kementerian Pariwisata dan Ekonomi Kreatif
31,1485,4001,A,2021,Kementerian Sekretariat Negara
32,1384,4002,BB,2021,Kejaksaan Agung
33,1462,4003,BB,2021,Badan Intelijen Negara
34,1340,4005,BB,2021,Sekretariat Jenderal MPR
35,1091,4007,B,2021,Mahkamah Agung RI
36,1489,4008,A,2021,Badan Pemeriksa Keuangan 
37,1093,4010,B,2021,Badan Siber dan Sandi Negara
38,1390,4011,BB,2021,Badan Kepegawaian Negara
39,1466,4012,BB,2021,Lembaga Administrasi Negara 
40,1447,4016,BB,2021,Badan Pusat Statistik 
41,1480,4017,A,2021,Kementerian Perencanaan Pembangunan Nasional/Badan Perencanaan Pembangunan Nasional
42,1450,4018,BB,2021,Arsip Nasional Republik Indonesia 
43,1451,4019,BB,2021,Badan Informasi Geospasial
44,1374,4020,BB,2021,Badan Kependudukan dan KB Nasional
45,1373,4021,BB,2021,Badan Koordinasi Penanaman Modal 
46,1484,4023,A,2021,Badan Pengawasan Keuangan dan Pembangunan
47,1381,4024,BB,2021,Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional
48,1408,4025,BB,2021,Perpustakaan Nasional RI
49,1342,4026,BB,2021,Sekretariat Jenderal DPR
50,1380,4027,BB,2021,Badan Standardisasi Nasional 
51,1421,4028,BB,2021,Badan Pengawas Tenaga Nuklir 
52,1341,4029,BB,2021,Sekretariat Jenderal DPD
53,1477,4031,A,2021,Badan Pengawas Obat dan Makanan
54,1303,4032,B,2021,Lembaga Ketahanan Nasional RI
55,1416,4033,BB,2021,Kepolisian Negara RI
56,1338,4034,BB,2021,Tentara Nasional Indonesia
57,1372,4035,BB,2021,"Badan Meteorologi, Klimatologi dan Geofisika"
58,1339,4036,BB,2021,Sekretariat Kabinet 
59,1370,4040,BB,2021,Badan Narkotika Nasional
60,1429,4041,BB,2021,Komisi Pemilihan Umum
61,1375,4043,BB,2021,Badan Nasional Penanggulangan Bencana
62,1322,4044,BB,2021,Komisi Nasional Hak Asasi Manusia
63,1092,4046,B,2021,Mahkamah Konstitusi
64,1430,4047,BB,2021,Komisi Pemberantasan Korupsi
65,1428,4049,BB,2021,Komisi Yudisial
66,913,4052,CC,2021,Badan Keamanan Laut
67,1448,4053,BB,2021,Badan Nasional Pencarian Dan Pertolongan
68,1396,4054,BB,2021,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah
69,1453,4055,BB,2021,Pusat Pelaporan dan Analisis Transaksi Keuangan
70,1095,4056,B,2021,Ombudsman Republik Indonesia
71,1344,4057,BB,2021,Televisi Republik Indonesia
72,1452,4058,BB,2021,Radio Republik Indonesia
73,1171,4059,B,2021,Badan Nasional Pengelola Perbatasan
74,1371,4060,BB,2021,Badan Nasional Penanggulangan Terorisme
75,1323,4112,BB,2021,Komisi Aparatur Sipil Negara
76,1343,4222,BB,2021,Dewan Ketahanan Pangan 
77,1094,4502,B,2021,Lembaga Perlindungan Saksi Dan Korban
78,1037,4609,B,2021,Badan Pembinaan Ideologi Pancasila
79,1378,4627,BB,2021,Badan Perlindungan Pekerja Migran Indonesia
80,1483,4634,A,2021,Dewan Kehormatan Penyelenggara Pemilu
81,1168,5100,B,2021,Pemerintah Provinsi Aceh
82,505,5101,C,2021,Pemerintah Kab. Aceh Besar
83,831,5102,CC,2021,Pemerintah Kab. Pidie
84,684,5103,C,2021,Pemerintah Kab. Aceh Utara
85,657,5104,C,2021,Pemerintah Kab. Aceh Timur
86,522,5105,C,2021,Pemerintah Kab. Aceh Selatan
87,983,5106,CC,2021,Pemerintah Kab. Aceh Barat
88,585,5107,C,2021,Pemerintah Kab. Aceh Tengah
89,719,5110,CC,2021,Pemerintah Kab. Bireuen
90,683,5111,C,2021,Pemerintah Kab. Aceh Singkil
91,619,5112,C,2021,Pemerintah Kab. Aceh Barat Daya
92,670,5114,C,2021,Pemerintah Kab. Aceh Tamiang
93,569,5116,C,2021,Pemerintah Kab. Aceh Jaya
94,782,5117,CC,2021,Pemerintah Kab. Bener Meriah
95,632,5118,C,2021,Pemerintah Kab. Pidie Jaya
96,460,5171,C,2021,Pemerintah Kota Sabang
97,1069,5172,B,2021,Pemerintah Kota Banda Aceh
98,545,5173,C,2021,Pemerintah Kota Langsa
99,547,5174,C,2021,Pemerintah Kota Lhokseumawe
100,567,5175,C,2021,Pemerintah Kota Subulussalam
101,1121,5200,B,2021,Pemerintah Provinsi Sumatera Utara
102,788,5201,CC,2021,Pemerintah Kab. Deli Serdang
103,533,5202,C,2021,Pemerintah Kab. Karo
104,620,5203,C,2021,Pemerintah Kab. Langkat
105,477,5205,C,2021,Pemerintah Kab. Simalungun
106,646,5206,C,2021,Pemerintah Kab. Labuhanbatu
107,572,5207,C,2021,Pemerintah Kab. Dairi
108,617,5208,C,2021,Pemerintah Kab. Tapanuli Utara
109,581,5209,C,2021,Pemerintah Kab. Tapanuli Selatan
110,750,5210,CC,2021,Pemerintah Kab. Asahan
111,594,5211,C,2021,Pemerintah Kab. Nias
112,513,5212,C,2021,Pemerintah Kab. Toba Samosir
113,552,5213,C,2021,Pemerintah Kab. Mandailing Natal
114,473,5214,C,2021,Pemerintah Kab. Nias Selatan
115,759,5215,CC,2021,Pemerintah Kab. Humbang Hasundutan
116,560,5216,C,2021,Pemerintah Kab. Pakpak Bharat
117,660,5217,C,2021,Pemerintah Kab. Samosir
118,886,5218,CC,2021,Pemerintah Kab. Serdang Bedagai
119,464,5219,C,2021,Pemerintah Kab. Padang Lawas
120,577,5220,C,2021,Pemerintah Kab. Padang Lawas Utara
121,602,5221,C,2021,Pemerintah Kab. Batubara
122,451,5222,C,2021,Pemerintah Kab. Labuhanbatu Selatan
123,455,5223,C,2021,Pemerintah Kab. Labuhanbatu Utara
124,479,5224,C,2021,Pemerintah Kab. Nias Barat
125,813,5271,CC,2021,Pemerintah Kota Medan
126,988,5272,CC,2021,Pemerintah Kota Tebing Tinggi
127,524,5273,C,2021,Pemerintah Kota Binjai
128,508,5274,C,2021,Pemerintah Kota Pematang Siantar
129,512,5276,C,2021,Pemerintah Kota Sibolga
130,655,5277,C,2021,Pemerintah Kota Padangsidimpuan
131,626,5278,C,2021,Pemerintah Kota Gunung Sitoli
132,1260,5300,B,2021,Pemerintah Provinsi Riau
133,893,5301,CC,2021,Pemerintah Kab. Kampar
134,648,5302,C,2021,Pemerintah Kab. Bengkalis
135,1123,5304,B,2021,Pemerintah Kab. Indragiri Hulu
136,1053,5305,B,2021,Pemerintah Kab. Indragiri Hilir
137,674,5306,C,2021,Pemerintah Kab. Pelalawan
138,653,5307,C,2021,Pemerintah Kab. Rokan Hulu
139,867,5308,CC,2021,Pemerintah Kab. Rokan Hilir
140,880,5309,CC,2021,Pemerintah Kab. Siak
141,739,5312,CC,2021,Pemerintah Kab. Kuantan Singingi
142,611,5313,C,2021,Pemerintah Kab. Kepulauan Meranti
143,1132,5371,B,2021,Pemerintah Kota Pekanbaru
144,724,5373,CC,2021,Pemerintah Kota Dumai
145,1300,5400,B,2021,Pemerintah Provinsi Sumatera Barat
146,795,5401,CC,2021,Pemerintah Kab. Agam
147,830,5402,CC,2021,Pemerintah Kab. Pasaman
148,658,5403,C,2021,Pemerintah Kab. Limapuluh Kota
149,1012,5404,CC,2021,Pemerintah Kab. Solok
150,1002,5405,CC,2021,Pemerintah Kab. Padang Pariaman
151,917,5406,CC,2021,Pemerintah Kab. Pesisir Selatan
152,1158,5407,B,2021,Pemerintah Kab. Tanah Datar
153,663,5408,C,2021,Pemerintah Kab. Sijunjung
154,654,5409,C,2021,Pemerintah Kab. Kep. Mentawai
155,504,5410,C,2021,Pemerintah Kab. Solok Selatan
156,600,5411,C,2021,Pemerintah Kab. Dharmasraya
157,767,5412,CC,2021,Pemerintah Kab. Pasaman Barat
158,1215,5471,B,2021,Pemerintah Kota Bukittinggi
159,888,5472,CC,2021,Pemerintah Kota Padang Panjang
160,824,5473,CC,2021,Pemerintah Kota Sawahlunto
161,1060,5474,B,2021,Pemerintah Kota Solok
162,1327,5475,BB,2021,Pemerintah Kota Padang
163,1209,5476,B,2021,Pemerintah Kota Payakumbuh
164,973,5477,CC,2021,Pemerintah Kota Pariaman
165,1142,5500,B,2021,Pemerintah Provinsi Jambi
166,1195,5501,B,2021,Pemerintah Kab. Batang Hari
167,772,5502,CC,2021,Pemerintah Kab. Tanjung Jabung Barat
168,738,5503,CC,2021,Pemerintah Kab. Bungo
169,1003,5504,CC,2021,Pemerintah Kab. Merangin
170,548,5505,C,2021,Pemerintah Kab. Kerinci
171,939,5506,CC,2021,Pemerintah Kab. Sarolangun
172,551,5507,C,2021,Pemerintah Kab. Tebo
173,501,5508,C,2021,Pemerintah Kab. Muaro Jambi
174,538,5509,C,2021,Pemerintah Kab. Tanjung Jabung Timur
175,1059,5571,B,2021,Pemerintah Kota Jambi
176,921,5572,CC,2021,Pemerintah Kota Sungai Penuh
177,1087,5600,B,2021,Pemerintah Provinsi Sumatera Selatan
178,762,5601,CC,2021,Pemerintah Kab. Musi Banyuasin
179,445,5602,C,2021,Pemerintah Kab. Ogan Komering Ulu
180,1004,5603,CC,2021,Pemerintah Kab. Muara Enim
181,636,5604,C,2021,Pemerintah Kab. Lahat
182,817,5605,CC,2021,Pemerintah Kab. Musi Rawas
183,597,5606,C,2021,Pemerintah Kab. Ogan Komering Ilir
184,774,5607,CC,2021,Pemerintah Kab. Banyuasin
185,450,5608,C,2021,Pemerintah Kab. Ogan Komering Ulu Timur
186,438,5610,C,2021,Pemerintah Kab. Ogan Ilir
187,447,5611,C,2021,Pemerintah Kab. Empat Lawang
188,430,5612,C,2021,Pemerintah Kab. Musi Rawas Utara
189,985,5671,CC,2021,Pemerintah Kota Palembang
190,519,5672,C,2021,Pemerintah Kota Pagar Alam
191,866,5673,CC,2021,Pemerintah Kota Lubuk Linggau
192,437,5674,C,2021,Pemerintah Kota Prabumulih
193,434,5675,C,2021,Pemerintah Kab. Penukal Abab Lematang Ilir
194,1271,5700,B,2021,Pemerintah Provinsi Kep. Bangka Belitung
195,1114,5701,B,2021,Pemerintah Kab. Bangka
196,871,5702,CC,2021,Pemerintah Kab. Belitung
197,672,5703,C,2021,Pemerintah Kab. Bangka Barat
198,1299,5704,B,2021,Pemerintah Kab. Bangka Tengah
199,1090,5705,B,2021,Pemerintah Kab. Bangka Selatan
200,881,5706,CC,2021,Pemerintah Kab. Belitung Timur
201,1143,5771,B,2021,Pemerintah Kota Pangkal Pinang
202,1175,5800,B,2021,Pemerintah Provinsi Bengkulu
203,792,5801,CC,2021,Pemerintah Kab. Bengkulu Utara
204,525,5802,C,2021,Pemerintah Kab. Bengkulu Selatan
205,721,5803,CC,2021,Pemerintah Kab. Rejang Lebong
206,616,5804,C,2021,Pemerintah Kab. Kaur
207,554,5805,C,2021,Pemerintah Kab. Seluma
208,596,5806,C,2021,Pemerintah Kab. Mukomuko
209,678,5807,C,2021,Pemerintah Kab. Kepahiang
210,855,5808,CC,2021,Pemerintah Kab. Lebong
211,848,5809,CC,2021,Pemerintah Kab. Bengkulu Tengah
212,818,5871,CC,2021,Pemerintah Kota Bengkulu
213,979,5900,CC,2021,Pemerintah Provinsi Lampung
214,710,5901,CC,2021,Pemerintah Kab. Lampung Selatan
215,837,5902,CC,2021,Pemerintah Kab. Lampung Tengah
216,492,5903,C,2021,Pemerintah Kab. Lampung Utara
217,896,5904,CC,2021,Pemerintah Kab. Lampung Barat
218,779,5905,CC,2021,Pemerintah Kab. Tulang Bawang
219,957,5906,CC,2021,Pemerintah Kab. Tanggamus
220,764,5907,CC,2021,Pemerintah Kab. Way Kanan
221,799,5908,CC,2021,Pemerintah Kab. Lampung Timur
222,681,5909,C,2021,Pemerintah Kab. Pesawaran
223,570,5910,C,2021,Pemerintah Kab. Tulang Bawang Barat
224,889,5911,CC,2021,Pemerintah Kab. Pringsewu
225,528,5912,C,2021,Pemerintah Kab. Mesuji
226,454,5913,C,2021,Pemerintah Kab. Pesisir Barat
227,1096,5971,B,2021,Pemerintah Kota Metro
228,990,5972,CC,2021,Pemerintah Kota Bandar Lampung
229,1457,6000,BB,2021,Pemerintah Provinsi DKI Jakarta
230,1458,6100,BB,2021,Pemerintah Provinsi Jawa Barat
231,1268,6101,B,2021,Pemerintah Kab. Bogor
232,1137,6102,B,2021,Pemerintah Kab. Sukabumi
233,1044,6103,B,2021,Pemerintah Kab. Cianjur
234,977,6104,CC,2021,Pemerintah Kab. Bekasi
235,1040,6105,B,2021,Pemerintah Kab. Karawang
236,1102,6106,B,2021,Pemerintah Kab. Purwakarta
237,978,6107,CC,2021,Pemerintah Kab. Subang
238,1165,6108,B,2021,Pemerintah Kab. Bandung
239,1295,6109,B,2021,Pemerintah Kab. Sumedang
240,1240,6110,B,2021,Pemerintah Kab. Garut
241,847,6111,CC,2021,Pemerintah Kab. Tasikmalaya
242,1001,6112,CC,2021,Pemerintah Kab. Ciamis
243,935,6113,CC,2021,Pemerintah Kab. Cirebon
244,875,6114,CC,2021,Pemerintah Kab. Kuningan
245,989,6115,CC,2021,Pemerintah Kab. Indramayu
246,940,6116,CC,2021,Pemerintah Kab. Majalengka
247,962,6117,CC,2021,Pemerintah Kab. Bandung Barat
248,840,6118,CC,2021,Pemerintah Kab. Pangandaran
249,1345,6171,BB,2021,Pemerintah Kota Bandung
250,1265,6172,B,2021,Pemerintah Kota Bogor
251,1270,6173,B,2021,Pemerintah Kota Sukabumi
252,1174,6174,B,2021,Pemerintah Kota Cirebon
253,1192,6175,B,2021,Pemerintah Kota Bekasi
254,1163,6176,B,2021,Pemerintah Kota Depok
255,1016,6177,B,2021,Pemerintah Kota Cimahi
256,1023,6178,B,2021,Pemerintah Kota Tasikmalaya
257,947,6179,CC,2021,Pemerintah Kota Banjar
258,1162,6200,B,2021,Pemerintah Provinsi Banten
259,763,6201,CC,2021,Pemerintah Kab. Serang
260,832,6202,CC,2021,Pemerintah Kab. Pandeglang
261,1099,6203,B,2021,Pemerintah Kab. Lebak
262,991,6204,CC,2021,Pemerintah Kab. Tangerang
263,1151,6271,B,2021,Pemerintah Kota Tangerang
264,650,6272,C,2021,Pemerintah Kota Cilegon
265,746,6273,CC,2021,Pemerintah Kota Serang
266,1173,6274,B,2021,Pemerintah Kota Tangerang Selatan
267,1473,6300,A,2021,Pemerintah Provinsi D.I. Yogyakarta
268,1399,6301,BB,2021,Pemerintah Kab. Bantul
269,1403,6302,BB,2021,Pemerintah Kab. Sleman
270,1298,6303,B,2021,Pemerintah Kab. Gunungkidul
271,1360,6304,BB,2021,Pemerintah Kab. Kulon Progo
272,1376,6371,BB,2021,Pemerintah Kota Yogyakarta
273,1438,6400,BB,2021,Pemerintah Provinsi Jawa Tengah
274,1025,6401,B,2021,Pemerintah Kab. Semarang
275,1187,6402,B,2021,Pemerintah Kab. Kendal
276,1238,6403,B,2021,Pemerintah Kab. Demak
277,1198,6404,B,2021,Pemerintah Kab. Grobogan
278,1203,6405,B,2021,Pemerintah Kab. Pekalongan
279,1182,6406,B,2021,Pemerintah Kab. Batang
280,1194,6407,B,2021,Pemerintah Kab. Tegal
281,960,6408,CC,2021,Pemerintah Kab. Brebes
282,1156,6409,B,2021,Pemerintah Kab. Pati
283,1262,6410,B,2021,Pemerintah Kab. Kudus
284,1152,6411,B,2021,Pemerintah Kab. Pemalang
285,982,6412,CC,2021,Pemerintah Kab. Jepara
286,905,6413,CC,2021,Pemerintah Kab. Rembang
287,948,6414,CC,2021,Pemerintah Kab. Blora
288,1330,6415,BB,2021,Pemerintah Kab. Banyumas
289,1304,6416,B,2021,Pemerintah Kab. Cilacap
290,1228,6417,B,2021,Pemerintah Kab. Purbalingga
291,1024,6418,B,2021,Pemerintah Kab. Banjarnegara
292,1103,6419,B,2021,Pemerintah Kab. Magelang
293,1172,6420,B,2021,Pemerintah Kab. Temanggung
294,1076,6421,B,2021,Pemerintah Kab. Wonosobo
295,1214,6422,B,2021,Pemerintah Kab. Purworejo
296,1005,6423,CC,2021,Pemerintah Kab. Kebumen
297,963,6424,CC,2021,Pemerintah Kab. Klaten
298,1176,6425,B,2021,Pemerintah Kab. Boyolali
299,1049,6426,B,2021,Pemerintah Kab. Sragen
300,890,6427,CC,2021,Pemerintah Kab. Sukoharjo
301,996,6428,CC,2021,Pemerintah Kab. Karanganyar
302,1207,6429,B,2021,Pemerintah Kab. Wonogiri
303,1329,6471,BB,2021,Pemerintah Kota Semarang
304,1223,6472,B,2021,Pemerintah Kota Salatiga
305,1316,6473,B,2021,Pemerintah Kota Pekalongan
306,1245,6474,B,2021,Pemerintah Kota Tegal
307,1253,6475,B,2021,Pemerintah Kota Magelang
308,1309,6476,B,2021,Pemerintah Kota Surakarta
309,1409,6500,BB,2021,Pemerintah Provinsi Jawa Timur
310,1313,6501,B,2021,Pemerintah Kab. Gresik
311,1189,6502,B,2021,Pemerintah Kab. Mojokerto
312,1264,6503,B,2021,Pemerintah Kab. Sidoarjo
313,1074,6504,B,2021,Pemerintah Kab. Jombang
314,965,6505,CC,2021,Pemerintah Kab. Sampang
315,1184,6506,B,2021,Pemerintah Kab. Pamekasan
316,1131,6507,B,2021,Pemerintah Kab. Sumenep
317,926,6508,CC,2021,Pemerintah Kab. Bangkalan
318,1234,6509,B,2021,Pemerintah Kab. Bondowoso
319,1306,6510,B,2021,Pemerintah Kab. Situbondo
320,1423,6511,BB,2021,Pemerintah Kab. Banyuwangi
321,906,6512,CC,2021,Pemerintah Kab. Jember
322,1288,6513,B,2021,Pemerintah Kab. Malang
323,1170,6514,B,2021,Pemerintah Kab. Pasuruan
324,1145,6515,B,2021,Pemerintah Kab. Probolinggo
325,994,6516,CC,2021,Pemerintah Kab. Lumajang
326,1169,6517,B,2021,Pemerintah Kab. Kediri
327,1231,6518,B,2021,Pemerintah Kab. Tulungagung
328,967,6519,CC,2021,Pemerintah Kab. Nganjuk
329,1272,6520,B,2021,Pemerintah Kab. Trenggalek
330,1111,6521,B,2021,Pemerintah Kab. Blitar
331,1112,6522,B,2021,Pemerintah Kab. Madiun
332,1312,6523,B,2021,Pemerintah Kab. Ngawi
333,1105,6524,B,2021,Pemerintah Kab. Magetan
334,1208,6525,B,2021,Pemerintah Kab. Ponorogo
335,1282,6526,B,2021,Pemerintah Kab. Pacitan
336,1065,6527,B,2021,Pemerintah Kab. Bojonegoro
337,1075,6528,B,2021,Pemerintah Kab. Tuban
338,1283,6529,B,2021,Pemerintah Kab. Lamongan
339,1441,6571,BB,2021,Pemerintah Kota Surabaya
340,1210,6572,B,2021,Pemerintah Kota Mojokerto
341,1326,6573,BB,2021,Pemerintah Kota Malang
342,1154,6574,B,2021,Pemerintah Kota Pasuruan
343,1257,6575,B,2021,Pemerintah Kota Probolinggo
344,1275,6576,B,2021,Pemerintah Kota Blitar
345,1055,6577,B,2021,Pemerintah Kota Kediri
346,1230,6578,B,2021,Pemerintah Kota Madiun
347,1191,6579,B,2021,Pemerintah Kota Batu
348,1291,6600,B,2021,Pemerintah Provinsi Kalimantan Barat
349,1073,6601,B,2021,Pemerintah Kab. Sambas
350,802,6602,CC,2021,Pemerintah Kab. Sanggau
351,740,6603,CC,2021,Pemerintah Kab. Sintang
352,1110,6604,B,2021,Pemerintah Kab. Mempawah
353,920,6605,CC,2021,Pemerintah Kab. Kapuas Hulu
354,790,6606,CC,2021,Pemerintah Kab. Ketapang
355,730,6607,CC,2021,Pemerintah Kab. Bengkayang
356,1080,6608,B,2021,Pemerintah Kab. Landak
357,723,6609,CC,2021,Pemerintah Kab. Melawi
358,861,6610,CC,2021,Pemerintah Kab. Sekadau
359,785,6611,CC,2021,Pemerintah Kab. Kubu Raya
360,706,6612,CC,2021,Pemerintah Kab. Kayong Utara
361,1269,6671,B,2021,Pemerintah Kota Pontianak
362,1041,6672,B,2021,Pemerintah Kota Singkawang
363,1009,6700,CC,2021,Pemerintah Provinsi Kalimantan Tengah
364,943,6701,CC,2021,Pemerintah Kab. Kapuas
365,624,6702,C,2021,Pemerintah Kab. Barito Utara
366,744,6703,CC,2021,Pemerintah Kab. Barito Selatan
367,810,6704,CC,2021,Pemerintah Kab. Kotawaringin Timur
368,907,6705,CC,2021,Pemerintah Kab. Kotawaringin Barat
369,565,6706,C,2021,Pemerintah Kab. Pulang Pisau
370,667,6707,C,2021,Pemerintah Kab. Gunung Mas
371,766,6708,CC,2021,Pemerintah Kab. Lamandau
372,571,6709,C,2021,Pemerintah Kab. Sukamara
373,539,6710,C,2021,Pemerintah Kab. Murung Raya
374,659,6711,C,2021,Pemerintah Kab. Katingan
375,1032,6712,B,2021,Pemerintah Kab. Seruyan
376,1286,6800,B,2021,Pemerintah Provinsi Kalimantan Selatan
377,856,6801,CC,2021,Pemerintah Kab. Banjar
378,1028,6802,B,2021,Pemerintah Kab. Tanah Laut
379,853,6803,CC,2021,Pemerintah Kab. Tapin
380,1242,6804,B,2021,Pemerintah Kab. Hulu Sungai Selatan
381,812,6805,CC,2021,Pemerintah Kab. Hulu Sungai Tengah
382,850,6806,CC,2021,Pemerintah Kab. Barito Kuala
383,912,6807,CC,2021,Pemerintah Kab. Tabalong
384,937,6808,CC,2021,Pemerintah Kab. Kotabaru
385,781,6809,CC,2021,Pemerintah Kab. Hulu Sungai Utara
386,941,6810,CC,2021,Pemerintah Kab. Tanah Bumbu
387,872,6811,CC,2021,Pemerintah Kab. Balangan
388,1315,6871,B,2021,Pemerintah Kota Banjarmasin
389,1134,6872,B,2021,Pemerintah Kota Banjarbaru
390,1287,6900,B,2021,Pemerintah Provinsi Kalimantan Timur
391,1098,6901,B,2021,Pemerintah Kab. Kutai Kartanegara
392,911,6902,CC,2021,Pemerintah Kab. Paser
393,835,6904,CC,2021,Pemerintah Kab. Berau
394,756,6907,CC,2021,Pemerintah Kab. Kutai Barat
395,574,6908,C,2021,Pemerintah Kab. Kutai Timur
396,1017,6910,B,2021,Pemerintah Kab. Penajam Paser Utara
397,555,6912,C,2021,Pemerintah Kab. Mahakam Ulu
398,1042,6971,B,2021,Pemerintah Kota Samarinda
399,1274,6972,B,2021,Pemerintah Kota Balikpapan
400,1212,6973,B,2021,Pemerintah Kota Bontang
401,1022,7000,B,2021,Pemerintah Provinsi Sulawesi Utara
